edad_persona_en_situacion_de_violencia,genero_de_la_persona_agresora,genero_persona_en_situacion_de_violencia,modalidad_de_violencia_laboral,modalidad_de_violencia_institucional,modalidad_de_violencia_mediatica,modalidad_de_violencia_obstetrica,modalidad_de_violencia_otras,modalidad_violencia_contra_libertad_reproductiva,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_domestica,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_simbolica,Ubicación,vinculo_con_la_persona_agresora
25,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Mendoza, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Salta, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Tierra del Fuego, Antártida e Islas del Atlántico Sur, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,,1,,,"Tucumán, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,,1,,1,"Buenos Aires, Argentina",Otro familiar
25,Varon,Mujer,,,,,,,Argentina,1,1,,1,,1,"Tucumán, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,,1,1,,"Tierra del Fuego, Antártida e Islas del Atlántico Sur, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,,,1,"San Juan, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Buenos Aires, Argentina",Otro familiar
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Chaco, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Chaco, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Córdoba, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Córdoba, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Entre Ríos, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Formosa, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Jujuy, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Jujuy, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Mendoza, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Mendoza, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Misiones, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Salta, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"San Luis, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Santa Fe, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Santa Fe, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Tucumán, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,,"Tucumán, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Buenos Aires, Argentina",Padre o tutor
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Chaco, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Córdoba, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Corrientes, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Jujuy, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Tucumán, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Córdoba, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Córdoba, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"La Pampa, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Mendoza, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Mendoza, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Salta, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"San Juan, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Santa Fe, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Santiago Del Estero, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,1,"Chubut, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,1,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Argentina,1,1,1,1,1,1,"Salta, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Boliviana,1,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Boliviana,1,,1,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Boliviana,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Boliviana,1,,1,1,,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Boliviana,1,,1,1,1,,"Buenos Aires, Argentina",Otro
25,Varon,Mujer,,,,,,,Boliviana,1,,1,1,1,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Boliviana,1,1,1,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Boliviana,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Boliviana,1,1,1,1,,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Boliviana,1,1,1,1,1,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Brasileña,1,1,1,1,,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Colombiana,1,,1,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Colombiana,1,1,,1,,,"Córdoba, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Colombiana,1,1,,1,,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,,,,,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,,,,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,,,,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,,,,1,,1,"Buenos Aires, Argentina",Otro familiar
25,Varon,Mujer,,,,,,,No informado,,,,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
25,Varon,Mujer,,,,,,,No informado,,,1,,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,,,1,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,,,1,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,,,1,1,,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,,,1,1,1,1,"Buenos Aires, Argentina",Otro
25,Varon,Mujer,,,,,,,No informado,,1,1,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,,1,1,1,,,"Buenos Aires, Argentina",Otro familiar
25,Varon,Mujer,,,,,,,No informado,,1,1,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,,,1,,"Buenos Aires, Argentina",Otro familiar
25,Varon,Mujer,,,,,,,No informado,1,,,,1,1,"Buenos Aires, Argentina",Otro familiar
25,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Córdoba, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Mendoza, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Santa Fe, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Tucumán, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,,"Tucumán, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,,1,1,,"Córdoba, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,,,,"Buenos Aires, Argentina",Otro familiar
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Entre Ríos, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Mendoza, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Mendoza, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Misiones, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Neuquén, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Salta, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"San Juan, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"San Luis, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"San Luis, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Santa Fe, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Santa Fe, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Tucumán, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,,"Tucumán, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Buenos Aires, Argentina",Otro familiar
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,1,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,,1,1,1,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,1,,,1,1,"Buenos Aires, Argentina",Padre o tutor
25,Varon,Mujer,,,,,,,No informado,1,1,,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,1,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,,1,,1,"Buenos Aires, Argentina",Sin Informar
25,Varon,Mujer,,,,,,,No informado,1,1,,1,,1,"Sin Informar, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,1,,1,1,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,,1,1,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Sin Informar
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Mendoza, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Salta, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Salta, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"San Juan, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"San Luis, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,,"Tucumán, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,,1,"Buenos Aires, Argentina",Sin Informar
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,1,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,1,,"Mendoza, Argentina",Pareja
25,Varon,Mujer,,,,,,,No informado,1,1,1,1,1,,"Tucumán, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Otra,1,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Paraguaya,,1,,,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,,,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,,1,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,,1,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,,1,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,1,,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,1,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,1,1,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,1,1,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,1,1,1,,,"Santiago Del Estero, Argentina",Pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,1,1,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,1,1,1,,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,1,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Paraguaya,1,1,1,1,1,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Peruana,1,,,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Peruana,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Peruana,1,,1,1,,,"Mendoza, Argentina",Pareja
25,Varon,Mujer,,,,,,,Peruana,1,1,1,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Venezolana,1,,,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
25,Varon,Mujer,,,,,,,Venezolana,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,,Venezolana,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Sin Informar
25,Varon,Mujer,,,,,,,Venezolana,1,,1,1,1,,"Buenos Aires, Argentina",Otro
25,Varon,Mujer,,,,,,,Venezolana,1,1,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Venezolana,1,1,,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,,Venezolana,1,1,1,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,1,Argentina,1,,1,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,1,Argentina,1,1,1,1,1,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,,1,Argentina,1,1,1,1,1,1,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,,,,,1,Paraguaya,,,1,1,1,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,,,,1,,Argentina,,,,,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
25,Varon,Mujer,,,,,1,,Argentina,,,,1,1,,"Buenos Aires, Argentina",Otro
25,Varon,Mujer,,,,,1,,No informado,,,,,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
25,Varon,Mujer,,,,,1,,No informado,,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
25,Varon,Mujer,,,,1,,,Argentina,,,,1,,,"Buenos Aires, Argentina",Otro
25,Varon,Mujer,,1,,,,,Argentina,1,,1,1,,,"Buenos Aires, Argentina",Pareja
25,Varon,Mujer,,1,,,,,Argentina,1,,1,1,1,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,1,,,,,Argentina,1,1,1,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,,1,,,,,Argentina,1,1,1,1,,,"Mendoza, Argentina",Pareja
25,Varon,Mujer,,1,,,,,Argentina,1,1,1,1,,,"Tucumán, Argentina",Pareja
25,Varon,Mujer,,1,,,,,Argentina,1,1,1,1,1,1,"La Rioja, Argentina, Argentina",Ex pareja
25,Varon,Mujer,,1,,,,,No informado,1,1,1,1,,1,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,1,,,,,,Argentina,,,,,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Sin Informar
25,Varon,Mujer,1,,,,,,Argentina,,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
25,Varon,Mujer,1,,,,,,Argentina,,,,1,,1,"Buenos Aires, Argentina",Otro
25,Varon,Mujer,1,,,,,,Argentina,,,,1,,1,"Buenos Aires, Argentina",Superior jerarquico
25,Varon,Mujer,1,,,,,,Argentina,,,,1,1,,"Buenos Aires, Argentina",Otro
25,Varon,Mujer,1,,,,,,Argentina,,,,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
25,Varon,Mujer,1,,,,,,Argentina,1,,,1,1,1,"Buenos Aires, Argentina",Otro
25,Varon,Mujer,1,,,,,,No informado,1,,,1,,,"Buenos Aires, Argentina",Ex pareja
25,Varon,Mujer,1,1,,,,,Argentina,,1,1,1,1,,"Buenos Aires, Argentina",Superior jerarquico
25,Varon,Sin Informar,,,,,,,Argentina,1,,1,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Padre o tutor
25,Varon,Sin Informar,,,,,,,No informado,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
25,Varon,Sin Informar,,,,,,,No informado,1,1,1,1,,,"Sin Informar, Argentina",Padre o tutor
25,Varon,Sin Informar,,,,,,,Peruana,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Sin Informar
25,Varon,Sin Informar,,,,,,,Venezolana,,,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
25,Varon,Varon,,,,,,,No informado,1,1,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
25,Varon,Varon,,,,,,,Venezolana,1,1,,,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Mujer,Mujer,,,,,,,Argentina,,,,1,,,"Buenos Aires, Argentina",Ex pareja
26,Mujer,Mujer,,,,,,,Argentina,1,,,1,,,"Buenos Aires, Argentina",Madre o tutor
26,Mujer,Mujer,,,,,,,Argentina,1,,,1,,,"Jujuy, Argentina",Ex pareja
26,Mujer,Mujer,,,,,,,Argentina,1,,,1,,1,"Buenos Aires, Argentina",Madre o tutor
26,Mujer,Mujer,,,,,,,Argentina,1,,,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
26,Mujer,Mujer,,,,,,,Argentina,1,,1,1,,,"Buenos Aires, Argentina",Pareja
26,Mujer,Mujer,,,,,,,Argentina,1,,1,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Mujer,Mujer,,,,,,,Argentina,1,,1,1,,1,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,Mujer,Mujer,,,,,,,No informado,,,,1,1,,"Buenos Aires, Argentina",Otro
26,Mujer,Mujer,,,,,,,No informado,1,,1,1,,1,"Buenos Aires, Argentina",Ex pareja
26,Mujer,Mujer,1,,,,,,Colombiana,,,,1,1,,"Ciudad Autónoma de Buenos Aires, Argentina",Otro
26,No informado,Mujer,,,,,,,Argentina,,,,1,,1,"Buenos Aires, Argentina",Otro
26,No informado,Mujer,,,,,,,Argentina,1,,1,1,,,"Buenos Aires, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Argentina,1,,1,1,,,"Buenos Aires, Argentina",Pareja
26,No informado,Mujer,,,,,,,Argentina,1,,1,1,,,"Catamarca, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Argentina,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,No informado,Mujer,,,,,,,Argentina,1,,1,1,,,"Formosa, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Argentina,1,,1,1,,,"Salta, Argentina",Pareja
26,No informado,Mujer,,,,,,,Argentina,1,,1,1,,,"Santa Cruz, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Argentina,1,,1,1,,1,"Buenos Aires, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Argentina,1,,1,1,1,,"Buenos Aires, Argentina",Otro
26,No informado,Mujer,,,,,,,Argentina,1,1,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Sin Informar
26,No informado,Mujer,,,,,,,Argentina,1,1,,1,,,"Río Negro, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Argentina,1,1,,1,,1,"Buenos Aires, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Argentina,1,1,1,1,,,"Chaco, Argentina",Pareja
26,No informado,Mujer,,,,,,,Argentina,1,1,1,1,,,"Santiago Del Estero, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Argentina,1,1,1,1,,1,"Buenos Aires, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Buenos Aires, Argentina",Otro
26,No informado,Mujer,,,,,,,Argentina,1,1,1,1,1,,"Tucumán, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Boliviana,1,,1,,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,Boliviana,1,1,1,1,,,"Salta, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,No informado,1,,1,,,,"Buenos Aires, Argentina",Ex pareja
26,No informado,Mujer,,,,,,,No informado,1,,1,1,,,"Buenos Aires, Argentina",Pareja
26,No informado,Mujer,,,,,,,No informado,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Pareja
26,No informado,Mujer,,,,,,,No informado,1,1,1,1,,,"Buenos Aires, Argentina",Otro familiar
26,No informado,Mujer,,,,,,,No informado,1,1,1,1,,,"Buenos Aires, Argentina",Pareja
26,No informado,Mujer,,,,,,,No informado,1,1,1,1,,,"San Juan, Argentina",Pareja
26,No informado,Mujer,,,,,,,Peruana,1,,1,1,,,"Buenos Aires, Argentina",Ex pareja
26,No informado,Mujer,,,,,,1,Paraguaya,1,,1,1,,,"Buenos Aires, Argentina",Pareja
26,No informado,Mujer,1,,,,,,Argentina,,1,,1,,1,"Jujuy, Argentina",Otro
26,No informado,Sin Informar,,,,,,,Argentina,1,1,,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Sin Informar
26,No informado,Sin Informar,,,,,,,No informado,1,,1,,,,"Ciudad Autónoma de Buenos Aires, Argentina",Ex pareja
26,No informado,Transgenero,,,,,,,Argentina,1,,1,1,,,"Ciudad Autónoma de Buenos Aires, Argentina",Sin Informar
26,Otro,Mujer,,,,1,,,Argentina,,,,1,,,"Buenos Aires, Argentina",Otro
26,Varon,Mujer,,,,,,,Argentina,,,,1,,,"Buenos Aires, Argentina",Ex pareja
